last_name, first_name,player_id,year,player_age,b_ab,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,isolated_power,b_rbi,b_lob,b_total_bases,r_total_caught_stealing,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate
Velazquez, Andrew,623205,2022,27,322,349,63,46,8,0,9,119,15,34.1,4.3,0.196,0.304,0.232,0.536,0.109,28,141,98,1,0.202,0.312,0.239,0.246,0.243,0.11,88,8.2,33,6.6
Bote, David,623520,2022,29,116,127,30,18,8,0,4,45,6,35.4,4.7,0.259,0.431,0.315,0.746,0.172,12,56,50,0,0.233,0.354,0.325,0.289,0.293,0.122,92.4,7.9,34.7,6.9
Ramirez, Harold,623912,2022,27,403,435,121,91,24,0,6,72,19,16.6,4.4,0.3,0.404,0.343,0.747,0.104,58,176,163,5,0.28,0.387,0.327,0.314,0.324,0.108,88.5,4.8,32.2,4.8
Santander, Anthony,623993,2022,27,574,647,138,81,24,0,33,122,55,18.9,8.5,0.24,0.455,0.318,0.773,0.214,89,271,261,2,0.257,0.471,0.336,0.352,0.335,0.214,90.1,21.4,33.5,11.6
Alonso, Pete,624413,2022,27,597,685,162,95,27,0,40,128,67,18.7,9.8,0.271,0.518,0.352,0.869,0.246,131,286,309,1,0.262,0.489,0.366,0.354,0.346,0.227,89.8,18.2,34.5,12.3
Arroyo, Christian,624414,2022,27,280,300,80,57,16,1,6,49,13,16.3,4.3,0.286,0.414,0.32,0.734,0.129,36,131,116,1,0.292,0.43,0.319,0.33,0.33,0.138,88.9,9.1,34.9,6.4
Biggio, Cavan,624415,2022,27,257,303,52,27,18,1,6,85,38,28.1,12.5,0.202,0.35,0.317,0.667,0.148,24,134,90,0,0.193,0.319,0.302,0.288,0.311,0.126,87.9,19.6,36.2,6.9
Frazier, Adam,624428,2022,30,541,602,129,100,22,4,3,73,46,12.1,7.6,0.238,0.311,0.299,0.61,0.072,42,222,168,6,0.262,0.339,0.274,0.297,0.324,0.077,85.1,13.6,37.7,1.5
Trevino, Jose,624431,2022,29,335,353,83,59,12,1,11,62,15,17.6,4.2,0.248,0.388,0.283,0.671,0.14,43,136,130,1,0.239,0.364,0.293,0.281,0.275,0.125,87.9,13,31,5.1
Gordon, Nick,624503,2022,26,405,443,110,69,28,4,9,105,19,23.7,4.3,0.272,0.427,0.314,0.741,0.156,50,162,173,4,0.261,0.464,0.321,0.333,0.308,0.203,90.6,12.5,36.6,9.4
McGuire, Reese,624512,2022,27,249,274,67,49,14,1,3,56,12,20.4,4.4,0.269,0.369,0.299,0.669,0.1,22,107,92,0,0.233,0.326,0.297,0.267,0.276,0.092,87,14.1,33.2,2.5
Nunez, Dom,624513,2022,27,33,41,4,3,1,0,0,10,6,24.4,14.6,0.121,0.152,0.244,0.395,0.03,2,16,5,0,0.156,0.243,0.196,0.245,0.279,0.086,85.3,15.8,28,4
Soler, Jorge,624585,2022,30,270,306,56,30,13,0,13,90,31,29.4,10.1,0.207,0.4,0.294,0.694,0.193,34,118,108,2,0.226,0.421,0.305,0.322,0.312,0.196,91.2,13.7,33.1,12.2
Sosa, Edmundo,624641,2022,26,176,190,40,23,11,4,2,50,5,26.3,2.6,0.227,0.369,0.274,0.643,0.142,21,87,65,1,0.244,0.35,0.282,0.286,0.291,0.106,86.8,11.4,34.4,5.5
Heredia, Guillermo,628338,2022,31,76,82,12,5,3,1,3,32,6,39,7.3,0.158,0.342,0.22,0.562,0.184,8,36,26,0,0.16,0.289,0.246,0.228,0.222,0.129,86,14.6,38.6,11.4
Hernandez, Yadiel,628450,2022,34,305,327,82,57,16,0,9,74,19,22.6,5.8,0.269,0.41,0.312,0.722,0.141,41,142,125,1,0.244,0.407,0.315,0.31,0.293,0.163,88.8,3.5,35.6,8.6
Ibanez, Andy,628451,2022,29,119,128,26,21,4,0,1,21,9,16.4,7,0.218,0.277,0.273,0.551,0.059,9,40,33,0,0.214,0.344,0.249,0.272,0.27,0.13,88.3,14.9,29.6,6.1
Cronenworth, Jake,630105,2022,28,587,684,140,89,30,4,17,131,70,19.2,10.2,0.239,0.39,0.33,0.721,0.152,88,225,229,0,0.221,0.356,0.318,0.303,0.319,0.135,87.6,18.2,32.3,5.6
Frazier, Clint,640449,2022,27,37,45,8,5,3,0,0,11,7,24.4,15.6,0.216,0.297,0.356,0.653,0.081,1,17,11,0,0.203,0.292,0.305,0.3,0.345,0.089,85.9,18,23.1,3.8
Meadows, Austin,640457,2022,27,128,147,32,24,6,2,0,17,16,11.6,10.9,0.25,0.328,0.347,0.675,0.078,11,52,42,1,0.308,0.46,0.307,0.38,0.398,0.153,87.8,17.2,34.2,6.3
Mercado, Oscar,640458,2022,27,121,128,25,14,6,1,4,29,5,22.7,3.9,0.207,0.372,0.242,0.614,0.165,16,64,45,2,0.203,0.35,0.266,0.258,0.239,0.147,86.3,22.2,33.3,6.5
Pinder, Chad,640461,2022,30,361,379,85,55,18,0,12,118,14,31.1,3.7,0.235,0.385,0.261,0.646,0.15,42,144,139,0,0.235,0.38,0.281,0.28,0.263,0.145,87.5,9.7,33.3,6.5
Azocar, Jose,640492,2022,26,202,216,52,40,9,3,0,44,12,20.4,5.6,0.257,0.332,0.296,0.628,0.074,10,99,67,6,0.241,0.317,0.278,0.272,0.285,0.077,88.3,9.4,31.3,2.5
Anderson, Tim,641313,2022,29,332,351,100,81,13,0,6,55,14,15.7,4,0.301,0.395,0.339,0.734,0.093,25,111,131,0,0.302,0.438,0.323,0.34,0.34,0.136,88.2,3.3,37.5,5.8
Bellinger, Cody,641355,2022,26,504,550,106,57,27,3,19,150,38,27.3,6.9,0.21,0.389,0.265,0.654,0.179,68,233,196,3,0.213,0.354,0.284,0.278,0.271,0.141,89.4,20.3,34.4,8.3
Calhoun, Willie,641432,2022,27,52,62,7,3,3,0,1,8,9,12.9,14.5,0.135,0.25,0.274,0.524,0.115,3,36,13,0,0.215,0.327,0.249,0.309,0.343,0.112,89.4,14.2,22.7,2.3
Collins, Zack,641470,2022,27,97,108,15,7,4,0,4,41,9,38,8.3,0.155,0.32,0.231,0.551,0.165,11,39,31,0,0.181,0.317,0.245,0.257,0.256,0.137,91,20.1,35.1,8.8
Crawford, J.P.,641487,2022,27,518,603,126,93,24,3,6,80,68,13.3,11.3,0.243,0.336,0.338,0.674,0.093,42,206,174,2,0.255,0.337,0.306,0.315,0.353,0.081,85.1,8.9,32.4,2
Davis, Jonathan,641505,2022,30,76,91,17,16,1,0,0,26,14,28.6,15.4,0.224,0.237,0.341,0.578,0.013,4,38,18,1,0.218,0.262,0.278,0.284,0.34,0.044,84.6,2.8,33.3,0
Delay, Jason,641511,2022,27,155,167,33,26,6,0,1,50,9,29.9,5.4,0.213,0.271,0.263,0.534,0.058,11,50,42,2,0.2,0.251,0.243,0.23,0.253,0.051,84.9,15.7,31.1,1.9
DeLuzio, Ben,641512,2022,27,20,25,3,2,1,0,0,5,3,20,12,0.15,0.2,0.28,0.48,0.05,0,13,4,1,0.268,0.311,0.242,0.33,0.39,0.044,72.8,12.8,37.5,0
Demeritte, Travis,641513,2022,27,89,96,19,14,2,0,3,32,6,33.3,6.3,0.213,0.337,0.26,0.597,0.124,6,31,30,0,0.211,0.333,0.263,0.263,0.261,0.122,88.8,9.7,34.5,6.9
Dixon, Brandon,641525,2022,30,14,14,3,2,1,0,0,5,0,35.7,0,0.214,0.286,0.214,0.5,0.071,1,7,4,0,0.239,0.293,0.216,0.234,0.239,0.054,88.4,20.2,33.3,0
Dozier, Hunter,641531,2022,30,462,500,109,67,26,4,12,125,34,25,6.8,0.236,0.387,0.292,0.679,0.152,41,236,179,3,0.241,0.387,0.298,0.301,0.297,0.146,88.5,13.1,33.1,7.7
Engel, Adam,641553,2022,30,245,260,55,39,13,1,2,76,11,29.2,4.2,0.224,0.31,0.269,0.579,0.086,17,106,76,4,0.219,0.287,0.256,0.246,0.264,0.068,87.9,15,30.8,1.8
Fraley, Jake,641584,2022,27,216,247,56,35,9,0,12,54,26,21.9,10.5,0.259,0.468,0.344,0.812,0.208,28,67,101,1,0.248,0.417,0.352,0.333,0.338,0.168,85.1,13.8,33.5,7.3
Garver, Mitch,641598,2022,31,188,215,39,22,7,0,10,53,23,24.7,10.7,0.207,0.404,0.298,0.702,0.197,24,73,76,1,0.222,0.405,0.308,0.319,0.313,0.182,88.9,18.4,37.2,8.8
Guillorme, Luis,641645,2022,27,297,335,81,66,12,1,2,46,34,13.7,10.1,0.273,0.34,0.349,0.689,0.067,17,149,101,0,0.255,0.335,0.311,0.302,0.335,0.08,86.2,4.3,35.6,2.4
Hampson, Garrett,641658,2022,27,199,226,42,30,7,3,2,63,21,27.9,9.3,0.211,0.307,0.283,0.59,0.095,15,87,61,2,0.202,0.29,0.267,0.261,0.282,0.087,86.5,10.2,29.8,4.3
Heim, Jonah,641680,2022,27,406,450,92,55,20,1,16,87,41,19.3,9.1,0.227,0.399,0.298,0.697,0.172,48,175,162,0,0.224,0.361,0.306,0.291,0.296,0.137,89.3,17,29.6,6.9
Hermosillo, Michael,641684,2022,27,61,73,7,5,2,0,0,27,7,37,9.6,0.115,0.148,0.247,0.394,0.033,4,28,9,0,0.169,0.247,0.203,0.259,0.296,0.078,86.6,17.4,37.1,8.6
Katoh, Gosuke,641741,2022,27,7,11,1,0,1,0,0,1,3,9.1,27.3,0.143,0.286,0.364,0.649,0.143,0,4,2,0,0.215,0.259,0.333,0.351,0.451,0.044,83.3,25.6,14.3,0
Leblanc, Charles,641779,2022,26,156,169,41,27,10,0,4,53,12,31.4,7.1,0.263,0.404,0.32,0.723,0.141,11,59,63,2,0.218,0.368,0.318,0.285,0.278,0.15,87.3,16.9,36.9,8.7
Lewis, Kyle,641786,2022,26,56,62,8,5,0,0,3,19,5,30.6,8.1,0.143,0.304,0.226,0.529,0.161,5,27,17,0,0.206,0.4,0.239,0.3,0.284,0.195,89.9,16.9,24.3,10.8
Locastro, Tim,641796,2022,29,43,46,8,5,1,0,2,7,2,15.2,4.3,0.186,0.349,0.239,0.588,0.163,4,19,15,2,0.253,0.416,0.259,0.316,0.303,0.163,86.5,11.8,33.3,5.6
Mancini III, Trey,641820,2022,30,519,587,124,82,23,1,18,135,53,23,9,0.239,0.391,0.319,0.71,0.152,63,210,203,0,0.245,0.41,0.312,0.327,0.328,0.165,89.5,12.7,39.6,9.8
McKinney, Billy,641856,2022,27,52,57,5,3,1,0,1,16,4,28.1,7,0.096,0.173,0.158,0.331,0.077,4,15,9,0,0.158,0.249,0.144,0.203,0.216,0.091,83.8,17.4,29.7,5.4
McMahon, Ryan,641857,2022,27,529,597,130,84,23,3,20,158,60,26.5,10.1,0.246,0.414,0.327,0.741,0.168,67,227,219,3,0.248,0.423,0.326,0.33,0.329,0.176,91.7,10.8,36.4,10.4
Neuse, Sheldon,641914,2022,27,271,293,58,48,4,2,4,80,20,27.3,6.8,0.214,0.288,0.273,0.561,0.074,26,99,78,1,0.212,0.291,0.253,0.254,0.272,0.079,89.1,1.5,23,3.1
O'Neill, Tyler,641933,2022,27,334,383,76,50,11,1,14,103,38,26.9,9.9,0.228,0.392,0.308,0.7,0.165,58,145,131,4,0.24,0.423,0.307,0.331,0.324,0.183,89.8,13.6,36.6,11.3
Palacios, Josh,641943,2022,26,47,49,10,8,2,0,0,15,1,30.6,2,0.213,0.255,0.245,0.5,0.043,2,24,12,0,0.213,0.252,0.225,0.225,0.245,0.039,81.3,4.9,28.1,0
Robinson, Chuckie,642020,2022,27,59,60,8,4,2,0,2,17,0,28.3,0,0.136,0.271,0.133,0.405,0.136,5,28,16,0,0.227,0.375,0.173,0.26,0.227,0.148,86.2,0.5,23.3,9.3
Smith, Dominic,642086,2022,27,134,152,26,15,10,1,0,37,12,24.3,7.9,0.194,0.284,0.276,0.56,0.09,17,68,38,0,0.219,0.36,0.254,0.293,0.299,0.141,89.6,10.9,28.3,7.1
Tellez, Rowdy,642133,2022,27,529,599,116,58,23,0,35,121,62,20.2,10.4,0.219,0.461,0.306,0.767,0.242,89,224,244,1,0.252,0.479,0.327,0.349,0.337,0.226,91.1,15.3,31.4,12.9
Thaiss, Matt,642136,2022,27,69,81,15,12,1,0,2,24,11,29.6,13.6,0.217,0.319,0.321,0.64,0.101,8,33,22,0,0.212,0.325,0.286,0.289,0.317,0.113,88.5,7.5,21.7,6.5
Thomas, Cody,642137,2022,27,30,32,8,8,0,0,0,12,2,37.5,6.3,0.267,0.267,0.313,0.579,0,0,11,8,0,0.216,0.269,0.264,0.24,0.265,0.054,89.5,9.3,33.3,0
VanMeter, Josh,642165,2022,27,171,192,32,22,5,2,3,45,19,23.4,9.9,0.187,0.292,0.266,0.558,0.105,14,63,50,0,0.224,0.341,0.251,0.288,0.301,0.117,88.1,14.3,37.5,4.7
Wade, Tyler,642180,2022,27,147,163,32,26,5,0,1,33,10,20.2,6.1,0.218,0.272,0.264,0.536,0.054,8,66,40,5,0.212,0.278,0.247,0.248,0.267,0.065,83.9,11.5,37,1.7
White, Eli,642201,2022,28,105,117,21,16,2,0,3,41,11,35,9.4,0.2,0.305,0.274,0.578,0.105,10,56,32,1,0.183,0.293,0.26,0.255,0.261,0.11,86.4,21.5,30.8,4.6
Mejia, Francisco,642336,2022,26,289,299,70,42,22,0,6,65,7,21.7,2.3,0.242,0.381,0.264,0.645,0.138,31,118,110,0,0.242,0.329,0.279,0.262,0.265,0.087,86.8,15.7,39.1,2.7
Siri, Jose,642350,2022,26,301,325,64,42,13,2,7,108,20,33.2,6.2,0.213,0.339,0.268,0.607,0.126,24,145,102,2,0.207,0.323,0.268,0.261,0.262,0.116,87.2,15.4,35.1,6.2
Sierra, Magneuris,642423,2022,26,91,96,15,11,1,3,0,25,4,26,4.2,0.165,0.242,0.198,0.44,0.077,5,38,22,1,0.197,0.234,0.195,0.212,0.23,0.038,82.2,7.2,22.4,0
Barrera, Luis,642456,2022,26,77,85,18,12,5,0,1,17,6,20,7.1,0.234,0.338,0.294,0.632,0.104,7,44,26,0,0.213,0.31,0.28,0.261,0.276,0.096,87.1,5.1,32.8,3.3
Rosario, Amed,642708,2022,26,637,670,180,134,26,9,11,111,25,16.6,3.7,0.283,0.403,0.312,0.715,0.121,71,264,257,4,0.276,0.396,0.311,0.31,0.308,0.12,88.4,5,31.1,4.5
Adames, Willy,642715,2022,26,563,617,134,72,31,0,31,166,49,26.9,7.9,0.238,0.458,0.298,0.756,0.22,98,250,258,3,0.238,0.451,0.325,0.323,0.299,0.213,88.9,18.9,36.4,13
Gutierrez, Kelvin,642721,2022,27,28,33,4,3,1,0,0,8,4,24.2,12.1,0.143,0.179,0.242,0.421,0.036,3,15,5,0,0.199,0.331,0.208,0.284,0.302,0.132,89.6,5.9,25,5
Alcantara, Sergio,642727,2022,25,205,224,45,30,8,1,6,57,12,25.4,5.4,0.22,0.356,0.259,0.615,0.137,29,107,73,2,0.209,0.291,0.269,0.244,0.254,0.082,86.6,13.5,32.5,1.9
Estrada, Thairo,642731,2022,26,488,541,127,89,22,2,14,89,33,16.5,6.1,0.26,0.4,0.322,0.721,0.139,62,215,195,6,0.246,0.352,0.317,0.299,0.312,0.107,86.2,8.1,31.6,4.4
Wynns, Austin,642851,2022,31,162,177,42,32,7,0,3,38,10,21.5,5.6,0.259,0.358,0.311,0.669,0.099,21,80,58,0,0.223,0.318,0.298,0.267,0.279,0.096,84.1,10.4,31.7,4
